"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GB42199",35.3024428390272,-0.476332587039681,0.892834653899318,-0.533505935236017,0.593683403585706,0.776931350697526
"GB49089",145.27100750813,-0.278900471627099,0.523032470674788,-0.533237393975325,0.593869259283101,0.777081207605903
"GB53531",47.6248716576562,0.383099106411124,0.718864507861262,0.532922549690074,0.594087194903582,0.777179645314655
"GB47341",64.8720800279935,0.348950898009957,0.65466161547274,0.533024832619787,0.594016390516489,0.777179645314655
"GB40019",263.224724537574,-0.249028423479216,0.467556317155368,-0.532616958304221,0.594298760628944,0.777363048008942
"GB53979",1044.34232005625,0.243559413952288,0.457471474490474,0.532403499526526,0.594446561929715,0.777369666531211
"GB49393",7.15416370980735,-1.74934168465074,3.28558449916799,-0.532429369901679,0.594428648091211,0.777369666531211
"GB52827",198.784092237751,0.275480675316324,0.517927525462368,0.531890393487766,0.594801911134061,0.777740986323192
"GB45382",16.5368844533383,0.629160047115373,1.18314260902165,0.53177025518135,0.594885126376426,0.77775642737871
"GB40666",2.8324756537785,-1.74934165564899,3.29062322838839,-0.53161408469901,0.594993307685893,0.777804501598026
"GB41333",143.873894436892,-0.291101509709696,0.549382647403139,-0.529870229949371,0.596201908059197,0.779197406117204
"GB44173",39.4941578253115,-0.405396580690998,0.765039718995988,-0.529902658156137,0.59617942308104,0.779197406117204
"GB50356",1551.85303247044,0.232580554274224,0.439131490831865,0.529637612264237,0.596363211175821,0.779314708593527
"GB41713",162.241406749408,0.269344941672879,0.508717846445056,0.529458409126146,0.596487488817768,0.779383604630894
"GB42486",3.18900055537811,1.42056890880386,2.68574194137261,0.528929785442395,0.596854158813195,0.779769161304224
"GB50593",105.218848769838,-0.319111167623136,0.603788542254689,-0.528514778421432,0.597142092573445,0.780051771685052
"GB53315",553.137579808734,0.223413859970357,0.422950075157069,0.528227497979257,0.597341446048206,0.780218614984658
"GB45293",483.408631382999,0.22846124523203,0.432838262209873,0.527821279166984,0.597623386455186,0.780493276411258
"GB45826",40.2601269628744,0.390200174989275,0.739734414449889,0.527486848478519,0.597855546942269,0.780542302279587
"GB50829",36.4984774779869,0.487687519730807,0.924271168595346,0.527645496582963,0.597745408935842,0.780542302279587
"GB54133",6.20499425218913,-1.74934150580643,3.31655432562816,-0.527457515858752,0.597875911487201,0.780542302279587
"GB54911",12.3967397221142,0.665685986994082,1.26341857934973,0.52689266872797,0.598268125239768,0.780867156394435
"GB51174",6029.88070550531,0.24692574667402,0.468593472034568,0.526950889012394,0.598227693335199,0.780867156394435
"GB44427",49.6106205509822,0.414147534890373,0.786305881056974,0.526700289121155,0.598401734813749,0.780879102675711
"GB41975",36.7534413560376,0.420573761837099,0.798649907452951,0.526605910690443,0.598467286534583,0.780879102675711
"GB53486",5.66960935280607,-0.941994377767953,1.78892588844641,-0.526569817034749,0.598492356696367,0.780879102675711
"GB51611",141.122848431044,-0.283687527419963,0.539551153313149,-0.525784303634532,0.599038081592961,0.781497518829864
"GB50444",5.5147939589514,-1.01238394317943,1.92723524163704,-0.525303772631037,0.599372035213314,0.781839545813583
"GB51709",41.6166839437114,-0.403576189947728,0.768705567935856,-0.52500750193786,0.599577975851562,0.782014526760293
"GB41259",102.780883857234,-0.311229959733594,0.593360287075347,-0.524521048194237,0.599916184052588,0.782174656057073
"GB54677",17.4640210436367,0.57257673532335,1.09142748428268,0.524612714604365,0.599852446146924,0.782174656057073
