"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GB51763",70.6679056415822,1.20608913998698,0.514776831046368,2.34293594281508,0.0191326676649051,0.0672327879251402
"GB49386",17.9858964934925,2.68595210550522,1.14656752257512,2.34260264015916,0.0191497659068058,0.0672557993598189
"GB54333",21.2093248115332,2.01409566349225,0.859783302826999,2.34256196517172,0.0191518534253674,0.0672557993598189
"GB49476",23.3864689554244,-1.99655798437634,0.852462100892991,-2.34210762247947,0.0191751846898593,0.0673155230339257
"GB49803",69.71164326651,1.21117484253293,0.517177800914005,2.34189255685846,0.0191862373334856,0.0673321167746854
"GB45472",4.01918889572151,5.04695236601891,2.15550622492894,2.34142323861083,0.0192103758542927,0.0673946079739918
"GB45712",172.04071370625,-1.00697971612428,0.430154204798769,-2.34097378310031,0.0192335176501006,0.0674535623946197
"GB53168",12.3205200597463,-4.13069608018807,1.76471068740208,-2.34072140531379,0.0192465228861233,0.0674769399209144
"GB54547",19.9132771468722,1.99333335326173,0.851781665671313,2.34019283766894,0.0192737853204302,0.0675502703163185
"GB44650",339.67483282499,0.994281239772839,0.424977260847061,2.3396104483121,0.0193038628414635,0.0676334154326984
"ENSRNA022717837",46.3440391391886,-1.53352941793551,0.655505948493078,-2.33945919401783,0.0193116810821276,0.0676385434149938
"GB49778",163.820723307494,1.04755765855317,0.447912188661545,2.33875675873768,0.0193480258023754,0.0677212715029544
"GB54101",15.5133602900924,2.27167063180907,0.97129105935022,2.33881554858416,0.0193449816652925,0.0677212715029544
"GB54033",84.3429217433456,1.26833604043777,0.542350477274861,2.33859117596938,0.0193566019247191,0.0677290173855062
"GB47045",84.6959348578913,1.1747842595339,0.50243181136363,2.33819641384861,0.0193770614644437,0.0677783247543669
"GB48608",261.847272708277,0.936606287756359,0.400632612134333,2.33781838868952,0.0193966712777849,0.0678246284759336
"GB43920",357.083454893728,-0.864605561688126,0.369947927214277,-2.33710070549291,0.0194339483487178,0.0679326588583752
"GB49572",28.2362237783753,1.73914528653874,0.744219308367623,2.33687203084451,0.0194458390448724,0.0679474573300823
"GB54441",27.5835712579247,-2.45050070368671,1.04866834331078,-2.33677379442022,0.0194509491248366,0.0679474573300823
"GB54987",155.682812745563,-1.20200693804189,0.514446794816283,-2.33650389146879,0.0194649950253519,0.0679742149113667
"GB49944",69.8853664276464,-1.34142007373993,0.574239803344177,-2.33599284815847,0.0194916142800767,0.0680448482771849
"GB45976",298.877066507893,0.937944012226861,0.401546146194275,2.33583118930761,0.0195000413946147,0.0680519477391077
"GB45046",18.0646076111945,2.00229405356106,0.857371550870394,2.33538662616966,0.0195232324413264,0.0680940249251302
"GB45300",86.1444760511942,-1.25793056467449,0.538646445200868,-2.33535480625959,0.0195248932799227,0.0680940249251302
"GB48530",486.453914362397,0.851843404117576,0.36485524582986,2.33474347389488,0.0195568257145622,0.0681830504113332
"GB46069",306.632299366398,0.905866864789396,0.388076464464853,2.33424839622409,0.0195827191044216,0.0682509699238585
"GB49046",45.6758972982175,-1.73811854245864,0.744673116588185,-2.33406914220571,0.0195921017706646,0.0682613195571044
"GB45624",106.009945465646,1.11026124588663,0.475770637078154,2.33360606847254,0.019616358546527,0.0683234687072098
"GB41426",5.47422883199699,4.06324969933533,1.74164473299776,2.3329957151144,0.0196483702079415,0.0684125785061594
"GB55058",6.80574365073752,-5.67570918757735,2.43447392332609,-2.33139042205181,0.0197327821159531,0.0686615668003283
"GB43714",24.4026075112142,-2.03080925628992,0.871068129095239,-2.33140117111079,0.0197322158414434,0.0686615668003283
"GB44618",7.73282744939353,3.66717354632727,1.57313527611485,2.33112409467038,0.019746817123779,0.068687948191341
"GB43130",203.346182597466,1.06151962092596,0.45539345193234,2.33099447614296,0.0197536509565728,0.0686892717353024
"GB54038",26.9209233413295,1.77745173402421,0.762665305182933,2.3305789865423,0.0197755705929045,0.0687430350721345
"GB40690",786.425947562492,0.869948479106027,0.373380460808496,2.32992502398838,0.0198101141694431,0.0688406318052733
"GB41241",221.814901888645,-1.39741462522702,0.600357639485724,-2.3276369505751,0.0199313896439853,0.0692394619355676
"GB40226",52.8292585184845,-1.43238572317396,0.615739041985133,-2.3262869909239,0.0200032455608164,0.0694664097061436
"GB44630",17.9801448815238,-2.33246652536678,1.00275870154518,-2.326049648607,0.0200159022087556,0.0694876918166975
"GB42383",54.6563443024836,1.38238509965666,0.594565094788647,2.32503574759641,0.0200700487973624,0.0696075592698354
"GB55447",49.4085616064517,1.34582168357513,0.578785298853526,2.3252520170104,0.0200584883849699,0.0696075592698354
"GB44956",5.03106208624142,-5.9139123247225,2.54346685817035,-2.32513834639728,0.020064563781386,0.0696075592698354
"GB41517",38.1095272379183,1.72850312372636,0.743790144634571,2.32391237796729,0.0201301907165803,0.0697787107217786
"GB41352",48.3096653281079,1.62741477036514,0.700303962926168,2.32386914328616,0.020132508514335,0.0697787107217786
"GB50202",510.281948416119,-0.944879648394906,0.406687562817859,-2.32335516200205,0.0201600807367138,0.0698515297400981
"GB46634",4.50753708704382,-5.94843364359361,2.56228074854698,-2.32153859289887,0.0202577937156551,0.0701419473283251
"GB55793",643.646467246089,-0.908044058713804,0.391157264251741,-2.3214296184703,0.0202636685489102,0.0701419473283251
"GB54149",17.8481958594276,-2.76949608106337,1.19291448124035,-2.32162164565539,0.0202533173228254,0.0701419473283251
"GB41629",132.404103965441,-1.09851575528565,0.473481999645223,-2.32007923449837,0.0203365914461818,0.0703714822344471
"GB49505",304.661750398916,-0.924683605344941,0.398595047289947,-2.31985723764476,0.0203486015172921,0.0703901574748318
