"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GB47569",4.89359015466826,0.226831555860811,1.30485641141296,0.173836411329878,0.861994027928739,0.937290207413047
"GB40780",101.058425680079,-0.0706190789795076,0.407047158896226,-0.173491148227156,0.862265385073695,0.937493769406269
"GB45231",6.18447700817664,0.215278829686805,1.24387241574905,0.173071471769205,0.862595248764263,0.937577918681234
"GB41826",2.2925179753386,-0.387153982391385,2.23561148349573,-0.173175878389213,0.862513183418705,0.937577918681234
"GB53032",63.1492935497676,0.0796939208750216,0.460033343087781,0.17323509713472,0.862466637155969,0.937577918681234
"GB44105",74.0186963852318,-0.081753409284835,0.473719121321983,-0.172577811629579,0.862983293939191,0.937725239225254
"GB47135",8.62580178018261,-0.1778477790818,1.02958088805601,-0.172738034616786,0.862857345856219,0.937725239225254
"GB49458",93.4171892944646,-0.0724256654048792,0.419429852606144,-0.172676467721264,0.86290574194817,0.937725239225254
"GB49086",40.3203152905354,-0.0902017381832763,0.524388185661785,-0.172013292155773,0.863427079127972,0.938115963386458
"GB55315",6.35775802818317,0.39561684015139,2.30511725255719,0.17162547359034,0.863731979570842,0.938355727391394
"GB40479",163.202096828213,0.065242615028266,0.381428109899204,0.171048261349975,0.864185817661501,0.938593107136814
"GB42457",132.527410823638,-0.0640227072167578,0.374344600192545,-0.171026127220288,0.864203221704465,0.938593107136814
"GB49638",42.7927710799394,-0.0918726685708232,0.536853568646717,-0.171131708786835,0.864120203621954,0.938593107136814
"GB40368",7.49600879447382,-0.190821935156132,1.12097603478214,-0.170228380656877,0.864830532904323,0.93887746469874
"GB51746",39.4933833808481,0.0930324534926529,0.545850963345917,0.170435631225031,0.864667552384252,0.93887746469874
"GB47026",690.484358042396,-0.0521126958717494,0.306261822948193,-0.170157335870637,0.864886403393158,0.93887746469874
"GB46144",247.113741639367,0.0560857784616635,0.329531818929064,0.170198370050986,0.864854133529438,0.93887746469874
"GB49523",1.94920889525668,0.352346528019507,2.06805812107032,0.170375544299089,0.864714803765889,0.93887746469874
"GB49594",81.2894784959756,0.0715989647200226,0.421551209354244,0.169846422288058,0.865130917579246,0.938917145414376
"GB55935",9.43568667336198,0.161953588275885,0.953239775469692,0.169898059694462,0.865090307077443,0.938917145414376
"GB42814",225.895595178685,-0.0613348782528025,0.361240972073592,-0.16978937328379,0.865175784473924,0.938917145414376
"GB40270",4.80837321131854,0.228333647374916,1.34746573161718,0.169454140478124,0.865439441233834,0.93911179651175
"GB52210",56.9608818525012,-0.0832247118416042,0.492548564577435,-0.16896752488357,0.865822185465113,0.939427910548347
"GB44188",21.8078304445375,-0.127132446056963,0.752844954720164,-0.168869360496968,0.865899399822365,0.939427910548347
"GB44168",2.78391489533685,0.291712911914294,1.73220646932065,0.168405393399033,0.866264365383574,0.939732355865472
"GB55463",917.22123285142,0.057382371380701,0.341068092619263,0.168243153266047,0.866391993367405,0.939779300760029
"GB45264",19.1520482057809,-0.123509747036141,0.738170080972298,-0.167318820174149,0.867119196520471,0.940476535089035
"GB43566",3.80959270701549,0.298969937455123,1.79608031659645,0.166456886528141,0.867797409339036,0.941120503985808
"GB55324",237.95663229828,-0.0551014805399806,0.331796240481183,-0.166070237746125,0.868101675727703,0.941285515659732
"GB45123",33.7017633441409,-0.101277450889898,0.610320405808902,-0.165941446371383,0.868203030151638,0.941285515659732
"GB51172",10.6310377563097,-0.156760743130212,0.944267284467905,-0.166013104243621,0.868146637580176,0.941285515659732
"GB48719",3.42025383454339,0.45118204189736,2.72227111188419,0.165737365366626,0.868363639384325,0.941368036039775
"GB45172",22.2221835866725,0.119967984518737,0.724926647039668,0.165489825775673,0.868558457278463,0.941487621379583
"GB49033",8.87432728637635,-0.172419510134048,1.04275366082076,-0.165350184432185,0.868668360927136,0.941515148272129
"GB54584",5.89084140077424,0.212467426621812,1.28691643917853,0.165098074866022,0.868866788253221,0.941638607775208
"GB43401",559.71814065916,-0.049502409269179,0.300169794078021,-0.164914692436749,0.869011127851201,0.941695584240572
"GB42380",5.96410222253942,-0.199724166857788,1.21201202492509,-0.164787281603194,0.86911141499387,0.941695584240572
"GB42939",3.98220979414106,0.241499064653713,1.46621548637433,0.164709121474971,0.869172937146198,0.941695584240572
"GB53669",8.28891052022682,-0.168047413493838,1.02217865472039,-0.164401215695319,0.869415306608998,0.941866582159748
"GB42361",4.01832464259175,0.252554115678029,1.53757846525631,0.164254456852014,0.86953083283227,0.941900146678106
"GB45944",170.507469790972,-0.0568531954105521,0.346372977624092,-0.164138657121957,0.869621990500591,0.941907310535396
"GB46068",65.9432829716546,-0.0800564514505265,0.491399704268389,-0.162915139661545,0.870585250358105,0.941971066913032
"GB41479",3.58827645288709,0.451184910710928,2.77098623699867,0.162824666787092,0.870656486152354,0.941971066913032
"GB45341",33.7527870047728,0.097433974404607,0.596844162214458,0.163248600845989,0.870322701480591,0.941971066913032
"GB46751",85.6745793746768,-0.0729611890750388,0.445481573078956,-0.163780487194489,0.869903953203505,0.941971066913032
"GB44668",2.53959426322791,0.451164822999929,2.7669532439752,0.163054733209642,0.870475340388339,0.941971066913032
"GB40338",3.96839206026194,-0.253893316667607,1.55432281823797,-0.163346580059494,0.870245560786965,0.941971066913032
"GB44364",24.8469025601007,-0.104339733830088,0.641005193526471,-0.1627751769936,0.870695453466511,0.941971066913032
